5.000000 0.000000 -3.000000
4.890738 1.039558 -3.000000
4.567727 2.033683 -3.000000
4.045085 2.938926 -3.000000
3.345653 3.715724 -3.000000
2.500000 4.330127 -3.000000
1.545085 4.755283 -3.000000
0.522642 4.972609 -3.000000
-0.522642 4.972609 -3.000000
-1.545085 4.755283 -3.000000
-2.500000 4.330127 -3.000000
-3.345653 3.715724 -3.000000
-4.045085 2.938926 -3.000000
-4.567727 2.033683 -3.000000
-4.890738 1.039558 -3.000000
-5.000000 0.000000 -3.000000
-4.890738 -1.039558 -3.000000
-4.567727 -2.033683 -3.000000
-4.045085 -2.938926 -3.000000
-3.345653 -3.715724 -3.000000
-2.500000 -4.330127 -3.000000
-1.545085 -4.755283 -3.000000
-0.522642 -4.972609 -3.000000
0.522642 -4.972609 -3.000000
1.545085 -4.755283 -3.000000
2.500000 -4.330127 -3.000000
3.345653 -3.715724 -3.000000
4.045085 -2.938926 -3.000000
4.567727 -2.033683 -3.000000
4.890738 -1.039558 -3.000000
5.000000 -0.000000 -3.000000
