0.000000 0.000000 0.000000
-0.864000 1.080000 0.000000
-1.152000 1.920000 0.000000
-1.008000 2.520000 0.000000
-0.576000 2.880000 0.000000
0.000000 3.000000 0.000000
0.576000 2.880000 0.000000
1.008000 2.520000 0.000000
1.152000 1.920000 0.000000
0.864000 1.080000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 -0.500000
-0.864000 1.080000 -0.500000
-1.152000 1.920000 -0.500000
-1.008000 2.520000 -0.500000
-0.576000 2.880000 -0.500000
0.000000 3.000000 -0.500000
0.576000 2.880000 -0.500000
1.008000 2.520000 -0.500000
1.152000 1.920000 -0.500000
0.864000 1.080000 -0.500000
0.000000 0.000000 -0.500000
0.000000 0.000000 -1.000000
-0.864000 1.080000 -1.000000
-1.152000 1.920000 -1.000000
-1.008000 2.520000 -1.000000
-0.576000 2.880000 -1.000000
0.000000 3.000000 -1.000000
0.576000 2.880000 -1.000000
1.008000 2.520000 -1.000000
1.152000 1.920000 -1.000000
0.864000 1.080000 -1.000000
0.000000 0.000000 -1.000000
0.000000 0.000000 -1.500000
-0.864000 1.080000 -1.500000
-1.152000 1.920000 -1.500000
-1.008000 2.520000 -1.500000
-0.576000 2.880000 -1.500000
0.000000 3.000000 -1.500000
0.576000 2.880000 -1.500000
1.008000 2.520000 -1.500000
1.152000 1.920000 -1.500000
0.864000 1.080000 -1.500000
0.000000 0.000000 -1.500000
0.000000 0.000000 -2.000000
-0.864000 1.080000 -2.000000
-1.152000 1.920000 -2.000000
-1.008000 2.520000 -2.000000
-0.576000 2.880000 -2.000000
0.000000 3.000000 -2.000000
0.576000 2.880000 -2.000000
1.008000 2.520000 -2.000000
1.152000 1.920000 -2.000000
0.864000 1.080000 -2.000000
0.000000 0.000000 -2.000000
0.000000 0.000000 -2.500000
-0.864000 1.080000 -2.500000
-1.152000 1.920000 -2.500000
-1.008000 2.520000 -2.500000
-0.576000 2.880000 -2.500000
0.000000 3.000000 -2.500000
0.576000 2.880000 -2.500000
1.008000 2.520000 -2.500000
1.152000 1.920000 -2.500000
0.864000 1.080000 -2.500000
0.000000 0.000000 -2.500000
0.000000 0.000000 -3.000000
-0.864000 1.080000 -3.000000
-1.152000 1.920000 -3.000000
-1.008000 2.520000 -3.000000
-0.576000 2.880000 -3.000000
0.000000 3.000000 -3.000000
0.576000 2.880000 -3.000000
1.008000 2.520000 -3.000000
1.152000 1.920000 -3.000000
0.864000 1.080000 -3.000000
0.000000 0.000000 -3.000000
0.000000 0.000000 -3.500000
-0.864000 1.080000 -3.500000
-1.152000 1.920000 -3.500000
-1.008000 2.520000 -3.500000
-0.576000 2.880000 -3.500000
0.000000 3.000000 -3.500000
0.576000 2.880000 -3.500000
1.008000 2.520000 -3.500000
1.152000 1.920000 -3.500000
0.864000 1.080000 -3.500000
0.000000 0.000000 -3.500000
0.000000 0.000000 -4.000000
-0.864000 1.080000 -4.000000
-1.152000 1.920000 -4.000000
-1.008000 2.520000 -4.000000
-0.576000 2.880000 -4.000000
0.000000 3.000000 -4.000000
0.576000 2.880000 -4.000000
1.008000 2.520000 -4.000000
1.152000 1.920000 -4.000000
0.864000 1.080000 -4.000000
0.000000 0.000000 -4.000000
0.000000 0.000000 -4.500000
-0.864000 1.080000 -4.500000
-1.152000 1.920000 -4.500000
-1.008000 2.520000 -4.500000
-0.576000 2.880000 -4.500000
0.000000 3.000000 -4.500000
0.576000 2.880000 -4.500000
1.008000 2.520000 -4.500000
1.152000 1.920000 -4.500000
0.864000 1.080000 -4.500000
0.000000 0.000000 -4.500000
0.000000 0.000000 -5.000000
-0.864000 1.080000 -5.000000
-1.152000 1.920000 -5.000000
-1.008000 2.520000 -5.000000
-0.576000 2.880000 -5.000000
0.000000 3.000000 -5.000000
0.576000 2.880000 -5.000000
1.008000 2.520000 -5.000000
1.152000 1.920000 -5.000000
0.864000 1.080000 -5.000000
0.000000 0.000000 -5.000000
